pathway	p-value
MSigDB:FOROUTAN_INTEGRATED_TGFB_EMT_DN	5.46231299169305E-4
MSigDB:IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	5.47171517914715E-4
MSigDB:BIOCARTA_FIBRINOLYSIS_PATHWAY	5.481398728952951E-4
MSigDB:WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT	5.516607290968114E-4
MSigDB:PODAR_RESPONSE_TO_ADAPHOSTIN_UP	5.665741693132073E-4
MSigDB:TERAMOTO_OPN_TARGETS_CLUSTER_6	5.707190826951214E-4
MSigDB:BIOCARTA_IL1R_PATHWAY	5.754196572601313E-4
MSigDB:KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5.780008326017449E-4
MSigDB:WP_CONVERSION_OF_ANGIOTENSINOGEN_TO_ANGIOTENSIN_II	5.816719045138792E-4
MSigDB:WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	5.855206617298453E-4
MSigDB:KEGG_RENIN_ANGIOTENSIN_SYSTEM	5.949415681337143E-4
MSigDB:WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_DN	5.967459117321077E-4
MSigDB:SERVITJA_LIVER_HNF1A_TARGETS_DN	5.977495969964468E-4
MSigDB:REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	6.029074538153323E-4
MSigDB:HOLLERN_MICROACINAR_BREAST_TUMOR_DN	6.048339987298751E-4
MSigDB:REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	6.055484900779421E-4
MSigDB:BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	6.09765389574442E-4
MSigDB:WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	6.101395152468406E-4
MSigDB:WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	6.125015219001925E-4
MSigDB:REACTOME_INTERLEUKIN_1_PROCESSING	6.137556355871048E-4
MSigDB:REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	6.146189283937724E-4
MSigDB:LIANG_SILENCED_BY_METHYLATION_2	6.2416743916354E-4
MSigDB:REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	6.254287210751796E-4
MSigDB:NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	6.283636292241345E-4
MSigDB:SU_PLACENTA	6.300687703748326E-4
MSigDB:REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	6.473538818853139E-4
MSigDB:BRUINS_UVC_RESPONSE_LATE	6.560193050999522E-4
MSigDB:WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS	6.635584801388208E-4
MSigDB:IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP	6.682442201540018E-4
MSigDB:PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	6.733908842965441E-4
MSigDB:GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	6.782122445507868E-4
MSigDB:ZHOU_TNF_SIGNALING_4HR	6.814993728679015E-4
MSigDB:REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	6.843700271539032E-4
MSigDB:REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	6.892240280100766E-4
MSigDB:AMIT_EGF_RESPONSE_120_MCF10A	6.912625755798131E-4
MSigDB:FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	6.967216859921412E-4
MSigDB:TOMIDA_METASTASIS_DN	7.004392540114167E-4
MSigDB:REACTOME_CHYLOMICRON_CLEARANCE	7.00978080669951E-4
MSigDB:REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	7.086813506423285E-4
MSigDB:BIOCARTA_ERBB3_PATHWAY	7.172265155275969E-4
MSigDB:WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY	7.190336525231452E-4
MSigDB:OHGUCHI_LIVER_HNF4A_TARGETS_DN	7.347706115565905E-4
MSigDB:REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	7.549305430944044E-4
MSigDB:WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	7.592335016532652E-4
MSigDB:PIONTEK_PKD1_TARGETS_UP	7.598236758224727E-4
MSigDB:DE_YY1_TARGETS_UP	7.627032000087562E-4
MSigDB:JI_METASTASIS_REPRESSED_BY_STK11	7.6949144816026E-4
MSigDB:WANG_METASTASIS_OF_BREAST_CANCER	7.827144052299535E-4
MSigDB:GENTILE_UV_RESPONSE_CLUSTER_D6	7.874728961154942E-4
MSigDB:REACTOME_GAB1_SIGNALOSOME	7.984113238827549E-4
MSigDB:MARTINEZ_RB1_TARGETS_DN	8.061601868957891E-4
MSigDB:OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	8.132203146708206E-4
MSigDB:IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP	8.258592605337591E-4
MSigDB:PRAMOONJAGO_SOX4_TARGETS_UP	8.376967410406625E-4
MSigDB:FUJII_YBX1_TARGETS_UP	8.532756228683213E-4
MSigDB:NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON	8.639609978283015E-4
MSigDB:REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB	8.730374500649483E-4
MSigDB:SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	8.851097703747433E-4
MSigDB:HALLMARK_INTERFERON_GAMMA_RESPONSE	8.856474787523899E-4
MSigDB:PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	8.893847067846212E-4
MSigDB:BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN	8.928275572107205E-4
MSigDB:WP_VEGFAVEGFR2_SIGNALING	8.964325453634882E-4
MSigDB:MCCABE_HOXC6_TARGETS_CANCER_UP	9.108614579504773E-4
MSigDB:PID_ERBB_NETWORK_PATHWAY	9.150991280567983E-4
MSigDB:FARMER_BREAST_CANCER_CLUSTER_6	9.155635054775382E-4
MSigDB:WP_TH17_CELL_DIFFERENTIATION_PATHWAY	9.17407708161058E-4
MSigDB:BIOCARTA_UCALPAIN_PATHWAY	9.205516378962728E-4
MSigDB:SMITH_TERT_TARGETS_DN	9.22387469731555E-4
MSigDB:WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE	9.485263105591737E-4
MSigDB:WP_PROGERIAASSOCIATED_LIPODYSTROPHY	9.775982875640079E-4
MSigDB:WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	9.856094263679094E-4
MSigDB:RADAEVA_RESPONSE_TO_IFNA1_DN	9.857260791902888E-4
MSigDB:PID_CD8_TCR_DOWNSTREAM_PATHWAY	9.871933616743059E-4
MSigDB:REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING	9.950563220541251E-4
MSigDB:HUTTMANN_B_CLL_POOR_SURVIVAL_DN	9.99167628932108E-4
MSigDB:UEDA_PERIFERAL_CLOCK	9.9953644602406E-4
